ID,Ph,Calcium(in ppm),Magnesium(in ppm),Chlorine(in ppm),Benzene(in ppb),THM(in ppb),Copper(in ppm),Nitrate(in ppm),Drinking Purpose,Ailments,Cement Industry Purpose,Irrigation Purpose
153,4.83926,473.90515,48.58493,4.85088,19.9187,193.09163,76.39188,152.74858,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
154,0.59986,44.7104,308.95659,267.16398,43.12446,16.90058,23.40488,407.18795,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
155,4.42976,151.35155,10.68321,282.24586,50.95111,3.4044,30.21101,168.77091,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",No,No
156,7.59914,66.65438,14.80865,2.04827,4.46925,9.07745,0.77221,3.28309,Yes,Safe,Yes,No
157,6.0147,45.10618,51.34285,125.40813,4.05605,3.4413,0.12126,116.43741,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
158,8.05984,56.03867,27.19001,3.91857,2.74833,0.69418,0.85426,3.91076,Yes,Safe,Yes,No
159,7.66448,61.17245,17.62204,3.25015,2.31591,2.9446,0.87413,1.34255,Yes,Safe,Yes,No
160,8.56756,232.89368,99.16324,57.56902,153.8103,70.59492,17.69121,145.30586,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
161,7.56854,52.80062,19.78297,3.19047,1.14045,2.18336,0.58825,4.06805,Yes,Safe,Yes,No
162,11.8814,420.76677,325.7833,135.18707,48.02241,65.88765,2.33178,376.42451,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
163,5.17807,57.39786,30.04687,138.48036,3.6733,3.40429,0.0432,89.24084,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
164,6.62129,53.29604,141.75354,369.39823,81.8041,110.23129,74.86255,352.71343,Yes,Safe,Yes,Yes
165,7.42094,56.57566,23.29391,2.42437,4.7879,8.93754,1.43543,6.00829,Yes,Safe,Yes,No
166,9.53607,5.59923,339.34146,346.69921,96.70025,37.83886,84.90873,291.64416,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
167,7.24009,164.20505,172.29554,67.43917,197.66515,191.61282,25.41679,79.37648,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
168,7.30931,101.05311,187.13318,22.09079,103.65759,72.23738,9.98976,251.61181,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
169,5.5143,49.01216,36.24333,62.20969,3.5804,0.43392,0.1766,101.55089,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
170,5.48054,32.93962,45.74365,109.32799,0.14984,2.79209,0.18052,40.48767,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
171,12.72873,43.63724,145.64443,396.85046,285.21178,399.74243,1.24513,23.40308,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",No,No
172,6.47991,30.96801,48.12915,70.19818,3.32068,8.44416,0.17048,80.75869,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
173,5.71785,51.85588,39.58183,100.53622,3.50913,3.59084,0.07542,41.23448,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
174,7.19454,238.96399,165.39496,3.10157,58.85106,103.94921,23.74199,52.24502,No,"spasms,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
175,6.26339,41.13291,33.88222,140.31742,4.4036,3.34301,0.08266,70.40316,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
176,7.86797,73.19482,15.2062,3.85452,2.7316,8.58411,0.7432,0.39063,Yes,Safe,Yes,No
177,9.71291,93.21245,143.94156,164.01839,113.08687,163.53704,25.64136,39.52446,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
178,6.6411,103.02402,360.3495,243.17495,169.96269,395.85787,10.79618,269.36331,Yes,Safe,Yes,Yes
179,1.84349,252.28109,83.85361,499.71479,179.80837,358.78993,64.19739,226.63497,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
180,7.23836,57.8516,23.16384,2.18452,2.36814,0.76574,1.57638,7.89729,Yes,Safe,Yes,No
181,10.03894,21.42747,166.36,9.04757,76.1407,27.29142,25.78482,234.77058,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
182,2.50947,365.1122,334.33495,412.87232,272.03515,243.87419,39.34671,84.07934,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
183,9.01026,21.03012,73.45365,116.7301,8.93374,92.12145,16.0832,132.0111,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
184,6.64618,74.32004,15.96831,3.72538,3.40673,4.20095,1.24811,5.47216,Yes,Safe,No,No
185,8.28538,21.54942,29.96609,3.03551,2.41743,1.92629,1.68812,6.16053,Yes,Safe,Yes,No
186,8.17093,353.57701,123.89614,408.12689,159.42725,221.16844,64.17372,90.03816,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
187,7.70985,62.41621,16.49087,2.79313,1.02977,3.8983,1.05437,1.41527,Yes,Safe,Yes,No
188,10.82591,134.28407,2.41525,6.16224,59.04553,187.22832,8.59772,0.16843,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",Yes,No
189,4.95811,122.86178,194.95877,292.22326,358.82023,277.69282,33.59192,170.9385,Yes,Safe,Yes,Yes
190,8.04033,210.47431,17.5055,1.1833,31.3815,32.47995,8.39493,87.36437,No,"spasms,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
191,7.86401,48.33873,27.4726,3.1918,0.87642,9.73752,1.99942,6.27394,Yes,Safe,Yes,No
192,6.47949,34.96946,40.91726,61.22167,0.75335,8.89395,0.05632,113.73201,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
193,9.85908,150.06336,127.78845,293.59089,307.71876,100.50625,32.79478,229.62326,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
194,3.03222,340.89257,60.00093,286.42551,218.50641,166.64848,44.39187,69.89348,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
195,9.41079,186.35535,298.08214,498.43075,230.81826,286.04793,74.5495,353.44946,Yes,Safe,Yes,Yes
196,6.85167,397.56959,349.60331,160.768,247.10196,332.42423,8.68399,65.28045,Yes,Safe,Yes,Yes
197,8.31816,73.18913,14.34401,3.76167,0.41768,5.98623,1.63586,5.30188,Yes,Safe,Yes,No
198,9.48918,159.13147,40.39461,56.88184,33.34322,139.93473,9.70508,272.82185,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
199,10.16554,333.1945,223.0325,465.39061,153.23104,181.79863,27.83663,494.57325,Yes,Safe,Yes,Yes
200,7.74554,52.04004,12.11532,3.55911,2.16365,5.56987,1.24654,4.91388,Yes,Safe,Yes,No
201,6.78292,33.82679,51.26015,117.93188,2.61196,1.76309,0.18889,30.14453,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
202,6.41068,32.68515,55.42762,77.86756,3.25137,0.88942,0.1183,78.29453,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
203,1.13796,337.6858,89.26531,71.03208,121.21523,270.37116,6.30764,345.93393,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
204,9.50362,133.57304,63.85182,145.60682,46.19147,154.75283,14.58218,221.95474,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
205,3.77486,377.46832,70.50236,443.03329,330.80091,319.79697,89.64041,294.52098,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
206,7.50627,69.75653,11.76723,2.07547,2.91281,1.13914,1.08755,2.25653,Yes,Safe,Yes,No
207,8.32534,52.1232,28.17688,2.59055,4.46107,8.35767,0.5962,5.02657,Yes,Safe,Yes,No
208,7.35003,25.57488,29.44652,2.72302,2.11691,7.36895,1.09425,4.05083,Yes,Safe,Yes,No
209,3.32944,374.79757,369.78697,148.10262,42.03671,297.41926,71.34044,133.62117,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
210,11.8945,46.48037,91.53766,52.27494,105.01512,94.44484,2.52012,271.91568,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
211,7.07445,72.96037,19.72155,3.09252,0.2642,1.62686,1.43432,6.89165,Yes,Safe,Yes,No
212,9.63042,286.33655,159.6943,29.07254,7.27872,155.29852,17.41145,214.08708,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
213,7.75724,42.82764,18.2932,3.68186,2.34958,6.66676,0.18928,8.33343,Yes,Safe,Yes,No
214,3.18205,175.91375,309.13815,368.03428,132.52311,271.80447,0.94947,388.46426,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",No,No
215,11.55287,236.78812,165.79333,159.62151,88.90406,80.8773,25.64942,184.93522,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
216,7.68123,25.22075,18.25775,3.76121,4.74251,1.53432,1.45592,5.88086,Yes,Safe,Yes,No
217,5.38606,452.69967,75.21163,445.49094,193.64015,145.5867,52.41609,217.72548,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
218,7.44491,43.51458,18.38857,3.88364,2.61489,4.96974,0.83708,3.67871,Yes,Safe,Yes,No
219,10.72111,146.24783,63.36298,56.82032,79.31096,146.16783,14.24796,138.13917,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
220,10.35489,3.0949,184.7912,37.85288,173.46441,31.51921,19.24645,45.28841,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
221,7.62842,55.1789,22.66427,2.85165,3.86289,4.00191,0.7069,8.68694,Yes,Safe,Yes,No
222,10.27315,111.36305,29.88603,166.90772,27.73041,45.40759,1.76214,82.45699,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
223,5.15844,161.73925,173.15503,442.61642,102.45484,300.46827,4.53714,390.94439,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
224,11.47051,187.04432,39.82998,13.23271,114.19817,157.30594,7.82689,75.29868,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
225,7.12815,20.35981,11.43528,3.7091,4.45757,4.14916,0.32156,6.16586,Yes,Safe,Yes,No
226,6.49608,38.89583,37.87635,93.32155,4.67032,9.15755,0.08247,124.53379,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
227,7.50783,235.17019,69.74128,27.12429,29.64388,24.81811,1.19434,146.88736,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
228,13.2054,478.75674,26.37223,256.28435,357.289,86.11659,54.40047,203.56981,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
229,7.30916,178.70084,352.52758,300.00349,312.14853,237.81467,85.60868,220.24844,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
230,6.86532,41.78548,41.57247,59.23113,4.33308,8.28982,0.18501,131.0998,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
231,9.95431,237.91445,45.55875,113.15711,305.99382,215.04344,59.62636,485.20217,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
232,3.2504,333.74707,301.11105,234.6042,336.61027,370.26323,9.57464,50.10265,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
233,6.97133,41.2583,58.66496,111.73643,2.91099,6.22739,0.13456,125.38281,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
234,11.50851,223.38191,192.57683,145.14292,120.88999,148.6388,27.48313,247.41114,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
235,7.59351,67.39068,15.62455,2.53869,1.91946,8.96603,0.95498,3.57516,Yes,Safe,Yes,No
236,0.75195,332.08196,216.39137,66.28385,249.64386,101.8407,93.45189,261.75261,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
237,8.11658,56.01969,23.14886,3.49816,3.64353,1.53326,1.51493,3.09283,Yes,Safe,Yes,No
238,6.63994,56.37545,54.52182,127.70486,0.52371,4.54293,0.15106,108.21715,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
239,6.45549,41.38978,53.21074,115.26292,2.43835,7.6073,0.12635,118.85497,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
240,7.76089,51.82789,27.22732,2.91525,2.19893,0.86439,0.75787,8.90801,Yes,Safe,Yes,No
241,7.63965,191.87942,138.59777,98.2192,31.55727,42.13128,5.88924,189.71845,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
242,13.46792,488.25918,299.38406,0.01232,325.26413,322.40097,47.02098,9.34504,No,"spasms,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",No,No
243,6.73506,30.82143,58.03463,77.90378,3.38043,4.72749,0.18151,64.23731,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
244,7.95603,78.27361,394.13041,201.97862,246.4944,130.57618,99.04225,36.90093,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
245,6.9616,35.53989,12.1641,2.08803,3.50437,8.70546,1.6562,4.18392,Yes,Safe,No,No
246,9.14178,294.34026,135.55481,1.85481,151.70469,61.4735,25.99178,288.84625,No,"spasms,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
247,5.6994,34.02964,43.77658,54.25077,1.96765,5.71001,0.19109,135.09959,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
248,12.87048,173.20734,388.85981,46.56741,323.31971,75.5739,49.59986,112.83293,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
249,12.45415,428.03652,112.51295,334.56436,344.04584,174.8616,32.65321,198.28587,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
250,5.81764,40.88713,37.85558,114.66632,2.30413,8.14765,0.02209,46.92861,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
251,2.56098,342.68696,88.4863,4.82232,190.06954,202.03649,6.4351,461.2336,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
252,8.15488,54.39157,14.98518,3.88911,4.63413,7.82794,1.33708,4.1135,Yes,Safe,Yes,No
253,7.13411,47.10078,21.03146,3.63465,4.68977,7.63466,0.51855,8.9888,Yes,Safe,Yes,No
254,6.53081,59.22522,17.17147,2.57727,0.26007,2.26219,1.50373,6.37646,Yes,Safe,No,No
255,5.15105,31.72133,57.17297,141.73447,1.00842,3.07754,0.08882,76.92251,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
256,1.76211,423.90505,96.67992,377.14241,155.5139,80.95041,49.17934,423.86746,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
257,11.25385,262.00916,142.60455,113.46961,111.03799,95.7903,28.85856,265.10484,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
258,8.4695,151.86676,163.78045,112.73952,154.83141,197.84097,17.92867,63.17936,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
259,11.4088,86.178,78.89378,33.50667,70.22022,186.34295,24.66826,211.95826,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
260,2.90016,460.21669,389.73246,305.90202,47.83656,80.70293,57.33044,472.80785,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
261,12.03504,44.97044,134.84268,279.00762,263.1692,318.56646,82.17886,323.3115,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
262,6.96592,33.2844,23.77966,2.41767,1.75543,9.77361,1.58514,5.34326,Yes,Safe,No,No
263,6.81093,61.70787,17.19351,2.07949,2.06356,7.37662,1.76824,8.41957,Yes,Safe,No,No
264,11.39027,492.22968,194.72198,477.59111,302.28468,229.34825,87.66347,142.02749,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
265,6.55224,47.94054,34.88579,82.12195,2.90636,2.81452,0.12894,121.50673,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
266,6.76112,33.56562,12.28808,3.46325,0.82718,7.428,1.28464,3.06558,Yes,Safe,No,No
267,7.59703,47.37288,11.35272,3.81806,3.76048,6.14092,0.40021,9.80693,Yes,Safe,Yes,No
268,13.64719,41.71974,282.29632,315.34071,150.79856,173.68641,41.47502,203.96954,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
269,5.5671,152.46432,138.38343,377.25238,286.88246,34.03598,53.45633,231.08615,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
270,7.51923,43.87254,18.29011,3.22094,4.92658,5.00977,0.95648,3.28893,Yes,Safe,Yes,No
271,0.88914,195.44295,150.97401,175.86039,80.53161,263.36185,49.36572,14.37311,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
272,7.83177,66.24186,11.9997,29.76373,140.10954,166.14406,12.68263,254.8231,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
273,6.75943,392.4874,207.67757,433.44063,397.06532,395.57023,58.8181,493.22127,Yes,Safe,Yes,Yes
274,7.33745,111.33954,93.17634,438.44412,266.45034,258.4598,2.34593,365.7559,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
275,8.06783,268.90501,6.93807,259.94459,207.33368,333.32813,48.91364,255.18482,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
276,1.86104,249.2051,232.62778,47.54666,49.3521,307.78391,8.03679,29.50651,Yes,Safe,Yes,Yes
277,13.22445,491.85231,239.07051,382.39392,100.5018,174.85936,64.91231,74.26719,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
278,11.04239,396.76138,365.02781,273.20623,54.83144,315.34957,56.88012,426.67542,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
279,11.39876,142.66347,61.4514,75.87352,150.05798,17.93683,1.37984,147.28309,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
280,3.74049,298.21229,177.37427,306.59562,188.978,11.43394,24.33838,231.68692,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
281,6.2058,42.5489,46.39269,51.46383,3.65715,1.05883,0.12322,127.71366,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
282,5.40935,45.87661,351.97905,31.82702,368.33439,383.75943,26.34534,132.49514,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
283,5.81549,30.25186,31.34264,101.69622,2.7386,7.0984,0.1156,55.64339,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
284,10.92764,267.76797,2.39845,126.0677,6.09991,73.48755,5.25826,188.52095,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
285,7.92857,56.84837,11.63295,3.87333,1.39214,3.31733,1.57495,1.4862,Yes,Safe,Yes,No
286,5.44616,45.83395,239.69162,467.83424,249.07434,216.29566,92.43715,331.71935,Yes,Safe,Yes,Yes
287,13.66561,308.38416,211.60357,176.22163,398.7948,338.19426,83.91793,232.19557,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
288,7.44101,44.04743,22.9828,3.28435,0.73088,7.15469,0.25452,7.08807,Yes,Safe,Yes,No
289,1.34992,446.58901,391.13862,306.816,392.96161,347.8362,75.13484,427.06553,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
290,3.62297,201.02133,235.51805,59.70932,263.26619,202.75334,18.12686,221.01388,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
291,13.04427,468.94487,30.02382,330.35597,44.28461,351.12152,32.14255,466.3017,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
292,6.19866,59.20385,44.41927,55.97787,3.50621,4.45872,0.02849,60.81281,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
293,5.89339,43.57474,57.42884,100.3873,4.05167,3.9539,0.19463,129.29424,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
